user_id;movie_id;episodes_watched;movie_id;episodes;liked
10126751081009852156;12304;1;12304;230;0
10126751081009852156;19646;3;19646;122;0
10126751081009852156;7735;75;7735;75;1
10126751081009852156;18476;26;18476;122;1
10126751081009852156;12268;1;12268;1;1
10127904214192322094;12232;12;12232;111;1
10127904214192322094;19789;5;19789;36;0
10127904214192322094;11552;1;11552;197;0
10127904214192322094;16830;8;16830;22;0
10127904214192322094;18089;26;18089;44;1
10127904214192322094;18085;16;18085;22;1
10127904214192322094;17518;21;17518;82;1
10127904214192322094;16757;8;16757;56;0
10127904214192322094;16676;4;16676;22;0
10127904214192322094;18476;20;18476;122;1
10127904214192322094;19628;1;19628;38;0
10138391808316726331;12304;33;12304;230;1
10138391808316726331;12497;4;12497;15;0
10138391808316726331;17518;28;17518;82;1
10138391808316726331;0;2;0;99;0
10140713984908208749;13773;8;13773;12;1
10143933042548713668;19805;1;19805;13;0
10143933042548713668;13742;1;13742;8;0
10143933042548713668;16273;1;16273;2;0
10146617082596448981;19026;1;19026;56;0
10146617082596448981;13812;1;13812;99;0
10146617082596448981;18089;2;18089;44;0
10146617082596448981;19785;7;19785;36;0
10146617082596448981;17234;5;17234;91;0
10146617082596448981;12489;1;12489;3;0
10146617082596448981;18476;4;18476;122;0
10146617082596448981;12304;28;12304;230;1
10146617082596448981;13567;1;13567;32;0
10146617082596448981;13781;1;13781;170;0
10146617082596448981;19789;3;19789;36;0
10146617082596448981;16757;7;16757;56;0
10151877945384293217;15385;3;15385;10;0
10151877945384293217;15369;1;15369;28;0
10151877945384293217;17517;5;17517;10;0
10161221476582681233;16895;1;16895;8;0
10161221476582681233;13530;1;13530;6;0
10161221476582681233;18983;10;18983;12;1
10161221476582681233;18992;3;18992;9;0
10161221476582681233;13490;1;13490;6;0
10161221476582681233;18558;10;18558;13;1
10161221476582681233;17677;11;17677;22;1
10167158208072841688;18210;1;18210;12;0
10167158208072841688;13567;1;13567;32;0
10167158208072841688;19026;1;19026;56;0
10167158208072841688;11555;2;11555;55;0
10167158208072841688;15285;1;15285;96;0
10167158208072841688;17563;1;17563;13;0
10167158208072841688;16770;1;16770;23;0
10167158208072841688;17642;1;17642;4;0
10167158208072841688;18667;1;18667;151;0
10167158208072841688;17816;1;17816;10;0
10167158208072841688;17077;1;17077;15;0
10167158208072841688;16705;1;16705;10;0
10167158208072841688;18099;7;18099;10;1
10167158208072841688;19354;2;19354;4;0
10167158208072841688;17040;1;17040;15;0
10167158208072841688;18162;1;18162;16;0
10167158208072841688;16639;1;16639;13;0
10167158208072841688;16954;1;16954;22;0
10167158208072841688;15334;1;15334;20;0
10167158208072841688;18707;1;18707;4;0
10167158208072841688;18320;1;18320;111;0
10167158208072841688;18966;1;18966;10;0
10167158208072841688;18991;1;18991;10;0
10167158208072841688;18808;1;18808;16;0
10167158208072841688;19363;1;19363;4;0
10167158208072841688;18994;1;18994;9;0
10167158208072841688;13930;1;13930;4;0
10167158208072841688;13352;1;13352;134;0
10167158208072841688;16996;1;16996;22;0
10167158208072841688;13272;1;13272;20;0
10167158208072841688;16714;1;16714;8;0
10167158208072841688;16814;1;16814;24;0
10167158208072841688;16817;1;16817;10;0
10167158208072841688;11862;5;11862;35;0
10167158208072841688;17963;2;17963;117;0
10167158208072841688;13334;1;13334;10;0
10167158208072841688;16901;1;16901;10;0
10167158208072841688;15387;1;15387;49;0
10167158208072841688;16966;1;16966;10;0
10167158208072841688;16551;1;16551;7;0
10167158208072841688;19648;1;19648;104;0
10167158208072841688;16757;1;16757;56;0
10167158208072841688;16651;1;16651;2;0
10167158208072841688;13393;1;13393;6;0
10167158208072841688;7735;12;7735;75;1
10167158208072841688;13109;1;13109;10;0
10167158208072841688;13736;1;13736;10;0
10167158208072841688;18674;1;18674;4;0
10175348147859772032;12232;13;12232;111;1
10175348147859772032;16724;3;16724;39;0
10175410307482218754;19789;1;19789;36;0
10175410307482218754;19642;2;19642;108;0
10179688702539169219;13531;3;13531;10;0
10179688702539169219;18480;1;18480;10;0
10179688702539169219;16770;1;16770;23;0
10179688702539169219;13399;1;13399;13;0
10179688702539169219;17292;1;17292;20;0
10179688702539169219;11862;1;11862;35;0
10179688702539169219;15387;1;15387;49;0
10179688702539169219;13286;1;13286;26;0
10179688702539169219;12464;1;12464;20;0
10179688702539169219;15287;1;15287;24;0
10179688702539169219;18484;1;18484;8;0
10179688702539169219;17295;1;17295;12;0
10183312808539629495;19206;8;19206;8;1
10183312808539629495;19026;8;19026;56;0
10183312808539629495;13352;1;13352;134;0
10183312808539629495;15387;1;15387;49;0
10183312808539629495;16147;10;16147;10;1
10183312808539629495;18669;1;18669;13;0
10183312808539629495;16651;2;16651;2;1
10183312808539629495;15569;1;15569;10;0
10183312808539629495;16807;4;16807;4;1
10183312808539629495;17963;21;17963;117;1
10183312808539629495;13864;1;13864;8;0
10183312808539629495;18103;2;18103;2;1
10183312808539629495;17518;4;17518;82;0
10183312808539629495;13951;4;13951;13;0
10183312808539629495;16073;10;16073;10;1
10183312808539629495;17490;2;17490;4;0
10207244993492280343;17186;4;17186;18;0
10207244993492280343;17813;1;17813;13;0
10207244993492280343;18373;1;18373;13;0
10207244993492280343;14437;1;14437;8;0
10207244993492280343;13647;3;13647;5;1
10207244993492280343;17518;2;17518;82;0
10207244993492280343;16631;2;16631;13;0
10207244993492280343;16829;9;16829;10;1
10207244993492280343;16975;1;16975;13;0
10207244993492280343;16147;2;16147;10;0
10207244993492280343;15623;1;15623;11;0
10207244993492280343;18548;1;18548;8;0
10224221633182948618;16724;1;16724;39;0
10224221633182948618;19646;3;19646;122;0
10224221633182948618;19354;1;19354;4;0
10224221633182948618;18089;2;18089;44;0
10224221633182948618;19647;4;19647;162;0
10224221633182948618;19645;2;19645;120;0
10224221633182948618;8894;1;8894;6;0
10224221633182948618;19628;1;19628;38;0
10224221633182948618;15720;16;15720;247;1
10224221633182948618;18476;1;18476;122;0
10225505309438393880;16073;10;16073;10;1
10225505309438393880;16829;10;16829;10;1
10225505309438393880;15210;4;15210;4;1
10225505309438393880;13122;10;13122;13;1
10225505309438393880;16958;8;16958;8;1
10225505309438393880;13336;3;13336;3;1
10225505309438393880;18480;10;18480;10;1
10225505309438393880;17254;10;17254;10;1
10225505309438393880;14423;3;14423;3;1
10225505309438393880;17077;6;17077;15;0
10225505309438393880;17815;10;17815;10;1
10225505309438393880;17861;4;17861;4;1
10225505309438393880;16534;1;16534;8;0
10225505309438393880;17318;10;17318;10;1
10225505309438393880;16714;8;16714;8;1
10225505309438393880;17005;8;17005;8;1
10225505309438393880;18620;1;18620;26;0
10225505309438393880;16410;6;16410;6;1
10225505309438393880;17200;3;17200;3;1
10225505309438393880;13270;1;13270;4;0
10225505309438393880;11603;7;11603;16;0
10225505309438393880;17733;2;17733;2;1
10225505309438393880;18102;3;18102;13;0
10225505309438393880;16924;5;16924;8;1
10225505309438393880;15481;11;15481;12;1
10225505309438393880;20184;2;20184;22;0
10225505309438393880;12464;1;12464;20;0
10225505309438393880;10084;11;10084;13;1
10225505309438393880;13914;9;13914;14;1
10225505309438393880;3506;8;3506;22;0
10225505309438393880;20240;1;20240;3;0
10225505309438393880;13393;6;13393;6;1
10225505309438393880;20136;3;20136;3;1
10225505309438393880;16975;8;16975;13;1
10225505309438393880;16895;2;16895;8;0
10225505309438393880;17816;10;17816;10;1
10225505309438393880;16591;1;16591;23;0
10225505309438393880;8894;2;8894;6;0
10225505309438393880;14396;4;14396;4;1
10225505309438393880;15604;4;15604;4;1
10225505309438393880;14579;4;14579;4;1
10225505309438393880;14444;9;14444;10;1
10225505309438393880;16147;10;16147;10;1
10225505309438393880;17611;5;17611;13;0
10225505309438393880;19629;4;19629;4;1
10225505309438393880;13725;6;13725;6;1
10225505309438393880;17850;10;17850;10;1
10225505309438393880;16713;10;16713;10;1
10225505309438393880;13950;8;13950;8;1
10225505309438393880;17840;4;17840;4;1
10225505309438393880;16575;4;16575;4;1
10225505309438393880;14409;5;14409;5;1
10225505309438393880;17079;13;17079;13;1
10225505309438393880;15745;4;15745;4;1
10225505309438393880;13930;4;13930;4;1
10225505309438393880;15624;10;15624;20;1
10228245179018226589;14437;1;14437;8;0
10228245179018226589;11555;1;11555;55;0
10228245179018226589;15288;2;15288;6;0
10228245179018226589;15334;10;15334;20;1
10228245179018226589;17539;1;17539;101;0
10228245179018226589;15315;2;15315;20;0
10228245179018226589;15376;1;15376;21;0
10228245179018226589;15388;1;15388;48;0
10228245179018226589;19112;9;19112;9;1
10228245179018226589;15289;23;15289;46;1
10228245179018226589;15392;2;15392;126;0
10228245179018226589;15369;2;15369;28;0
10228245179018226589;17517;5;17517;10;0
10228245179018226589;16438;2;16438;7;0
10228245179018226589;15285;18;15285;96;1
10228245179018226589;15338;1;15338;13;0
10228669830458489558;12212;1;12212;51;0
10228669830458489558;17694;1;17694;4;0
10228669830458489558;17517;5;17517;10;0
10228669830458489558;17620;3;17620;4;1
10228669830458489558;13530;6;13530;6;1
10228669830458489558;19785;2;19785;36;0
10228669830458489558;15356;1;15356;31;0
10228669830458489558;17519;3;17519;4;1
10228669830458489558;15389;1;15389;79;0
10228669830458489558;13554;3;13554;6;0
10228669830458489558;15285;43;15285;96;1
10228669830458489558;13490;6;13490;6;1
10228669830458489558;17257;4;17257;4;1
10228669830458489558;18484;1;18484;8;0
10228669830458489558;17186;3;17186;18;0
10229515772885570746;15356;6;15356;31;0
10229515772885570746;17654;4;17654;9;0
10229515772885570746;17509;3;17509;3;1
10229515772885570746;15334;2;15334;20;0
10229515772885570746;15299;9;15299;38;0
10229515772885570746;13725;2;13725;6;0
10229515772885570746;13914;5;13914;14;0
10229515772885570746;15372;1;15372;122;0
10229515772885570746;15569;1;15569;10;0
10229515772885570746;17696;2;17696;2;1
10229515772885570746;15364;1;15364;25;0
10229515772885570746;15339;6;15339;12;0
10229515772885570746;17845;1;17845;28;0
10229515772885570746;15326;3;15326;12;0
10229515772885570746;15300;7;15300;10;1
10229515772885570746;16895;8;16895;8;1
10229515772885570746;15902;4;15902;7;1
10229515772885570746;15387;2;15387;49;0
10229515772885570746;15782;1;15782;21;0
10229515772885570746;15301;4;15301;8;0
10229515772885570746;15370;4;15370;20;0
10229515772885570746;15376;1;15376;21;0
10229515772885570746;18173;1;18173;10;0
10229515772885570746;15363;8;15363;16;0
10229515772885570746;15392;1;15392;126;0
10229515772885570746;16966;1;16966;10;0
10229515772885570746;17040;1;17040;15;0
10229515772885570746;17776;9;17776;40;0
10229515772885570746;14444;10;14444;10;1
10229515772885570746;15285;1;15285;96;0
10229515772885570746;13553;5;13553;8;1
1024661437265559400;15387;1;15387;49;0
1024661437265559400;15285;18;15285;96;1
1024661437265559400;18484;1;18484;8;0
1024661437265559400;18362;1;18362;10;0
1024661437265559400;15344;1;15344;16;0
10250426177309581179;13563;4;13563;49;0
10250426177309581179;12304;9;12304;230;0
10250426177309581179;14435;2;14435;149;0
10250426177309581179;15245;3;15245;89;0
10250426177309581179;15891;4;15891;4;1
10250426177309581179;16954;1;16954;22;0
10250426177309581179;19026;2;19026;56;0
10250426177309581179;13352;13;13352;134;1
10250426177309581179;17963;16;17963;117;1
10250426177309581179;16757;18;16757;56;1
10250426177309581179;17040;1;17040;15;0
10250426177309581179;18089;6;18089;44;0
10251260307450237316;17999;2;17999;8;0
10251260307450237316;13335;8;13335;8;1
10251260307450237316;19431;3;19431;13;0
10251260307450237316;16228;1;16228;8;0
10251260307450237316;14423;3;14423;3;1
10251260307450237316;18983;1;18983;12;0
10251260307450237316;16575;4;16575;4;1
10256081039784709970;12304;50;12304;230;1
10256081039784709970;18966;1;18966;10;0
10256081039784709970;0;1;0;99;0
10256081039784709970;12212;6;12212;51;0
1025618909670263189;11555;1;11555;55;0
1025618909670263189;13934;13;13934;13;1
1025618909670263189;13863;6;13863;13;0
1025618909670263189;13951;10;13951;13;1
1025618909670263189;13892;11;13892;13;1
1025618909670263189;13214;1;13214;10;0
1025618909670263189;13940;12;13940;13;1
10263548457589177863;13395;1;13395;8;0
10263548457589177863;18983;2;18983;12;0
10263548457589177863;14423;1;14423;3;0
10263548457589177863;16721;1;16721;20;0
10263548457589177863;19519;2;19519;3;1
10263548457589177863;17999;1;17999;8;0
10263548457589177863;18716;4;18716;4;1
10263548457589177863;10084;5;10084;13;0
10263548457589177863;14437;1;14437;8;0
10263548457589177863;19006;10;19006;10;1
10263548457589177863;18162;13;18162;16;1
10263548457589177863;18373;1;18373;13;0
10263548457589177863;16895;1;16895;8;0
10263548457589177863;15295;9;15295;40;0
10263548457589177863;19354;3;19354;4;1
10263548457589177863;12561;1;12561;9;0
10263548457589177863;15739;3;15739;10;0
10263548457589177863;17156;8;17156;8;1
10263548457589177863;17861;1;17861;4;0
10263548457589177863;17747;8;17747;8;1
10263548457589177863;16459;1;16459;6;0
10263548457589177863;18346;1;18346;13;0
10275160092402415733;18588;1;18588;4;0
10275160092402415733;14437;1;14437;8;0
10275160092402415733;17563;1;17563;13;0
10275160092402415733;16911;2;16911;4;0
10275160092402415733;18173;1;18173;10;0
10275160092402415733;17999;2;17999;8;0
10275160092402415733;16010;1;16010;10;0
10275160092402415733;17318;1;17318;10;0
10275160092402415733;16073;1;16073;10;0
10275160092402415733;18808;3;18808;16;0
10275160092402415733;14579;4;14579;4;1
10275160092402415733;19219;1;19219;10;0
10275160092402415733;18332;2;18332;16;0
10275160092402415733;16665;2;16665;2;1
10275160092402415733;13732;1;13732;4;0
10275160092402415733;18472;1;18472;4;0
10281133029085925321;15285;5;15285;96;0
10281133029085925321;15305;1;15305;10;0
10281133029085925321;19556;1;19556;6;0
10281133029085925321;13352;2;13352;134;0
10281133029085925321;18994;3;18994;9;0
10281133029085925321;15739;1;15739;10;0
10281133029085925321;17876;4;17876;5;1
10281133029085925321;19647;1;19647;162;0
10281133029085925321;19676;1;19676;6;0
10281133029085925321;18468;1;18468;10;0
10281133029085925321;18362;1;18362;10;0
10281133029085925321;15389;6;15389;79;0
10281133029085925321;16147;3;16147;10;0
10281133029085925321;15286;1;15286;65;0
10281133029085925321;15340;1;15340;38;0
10281133029085925321;17517;1;17517;10;0
10281133029085925321;15388;1;15388;48;0
10281133029085925321;13270;1;13270;4;0
10281133029085925321;15295;6;15295;40;0
10281133029085925321;17820;3;17820;14;0
10281133029085925321;15384;3;15384;20;0
10281133029085925321;18026;10;18026;20;1
10281133029085925321;17295;1;17295;12;0
10281133029085925321;14487;1;14487;18;0
10281133029085925321;15387;2;15387;49;0
10281133029085925321;15332;2;15332;7;0
10281133029085925321;18484;1;18484;8;0
1028148642360842091;20136;3;20136;3;1
1028148642360842091;15739;2;15739;10;0
1028148642360842091;19556;3;19556;6;0
1028148642360842091;19006;10;19006;10;1
1028148642360842091;15382;1;15382;46;0
1028148642360842091;18548;3;18548;8;0
1028148642360842091;15392;1;15392;126;0
1028148642360842091;19219;10;19219;10;1
1028148642360842091;5369;1;5369;2;0
1028148642360842091;15324;2;15324;41;0
1028148642360842091;18026;10;18026;20;1
1028148642360842091;15368;1;15368;28;0
1029173897345825091;19006;10;19006;10;1
1029173897345825091;19899;6;19899;6;1
1029173897345825091;15394;15;15394;55;1
1029173897345825091;15323;11;15323;20;1
1029173897345825091;15349;1;15349;48;0
1029173897345825091;15356;20;15356;31;1
1029173897345825091;15285;55;15285;96;1
1029173897345825091;17290;1;17290;20;0
1029173897345825091;17287;10;17287;20;1
1029173897345825091;16975;1;16975;13;0
1029173897345825091;17390;8;17390;16;0
1029173897345825091;18026;10;18026;20;1
1029173897345825091;17882;1;17882;23;0
1029173897345825091;18300;3;18300;9;0
1029173897345825091;13489;1;13489;6;0
1029173897345825091;17163;4;17163;8;0
1029173897345825091;17289;1;17289;20;0
1029173897345825091;17292;10;17292;20;1
1029173897345825091;19642;1;19642;108;0
1029173897345825091;15340;13;15340;38;1
1029173897345825091;13270;2;13270;4;0
1029173897345825091;17286;7;17286;14;0
1029173897345825091;14487;2;14487;18;0
1029173897345825091;17295;6;17295;12;0
1029173897345825091;13863;10;13863;13;1
1029173897345825091;15393;38;15393;78;1
1029173897345825091;16228;8;16228;8;1
1029173897345825091;19721;1;19721;27;0
1029173897345825091;17517;5;17517;10;0
1029173897345825091;15284;9;15284;12;1
1029173897345825091;15624;1;15624;20;0
1029173897345825091;15387;2;15387;49;0
1029173897345825091;15364;20;15364;25;1
1029173897345825091;16438;1;16438;7;0
1029173897345825091;13645;2;13645;6;0
1029173897345825091;16292;1;16292;10;0
1029173897345825091;15344;8;15344;16;0
1029173897345825091;12256;1;12256;7;0
1029173897345825091;13647;2;13647;5;0
1029173897345825091;17288;9;17288;20;0
1029173897345825091;17291;9;17291;20;0
1029173897345825091;17654;3;17654;9;0
1029173897345825091;17816;10;17816;10;1
1029173897345825091;18223;1;18223;4;0
1029173897345825091;15376;2;15376;21;0
10307094652325529681;18994;1;18994;9;0
10307094652325529681;15286;1;15286;65;0
10307094652325529681;18484;1;18484;8;0
10307094652325529681;19676;1;19676;6;0
10327206202437240822;19643;6;19643;114;0
10327206202437240822;19026;6;19026;56;0
10327206202437240822;19628;4;19628;38;0
10327206202437240822;0;1;0;99;0
10327206202437240822;12304;1;12304;230;0
10327206202437240822;20237;1;20237;22;0
10327206202437240822;16724;1;16724;39;0
10329041148482222254;18441;13;18441;13;1
10329041148482222254;5744;8;5744;10;1
10329041148482222254;12256;3;12256;7;0
10329041148482222254;17694;4;17694;4;1
10329041148482222254;12561;1;12561;9;0
10329041148482222254;17816;1;17816;10;0
10329041148482222254;18567;12;18567;13;1
10329041148482222254;13270;3;13270;4;1
10329041148482222254;18620;11;18620;26;1
10329041148482222254;14437;1;14437;8;0
10329041148482222254;13647;4;13647;5;1
10329041148482222254;18373;13;18373;13;1
10329041148482222254;18514;12;18514;13;1
10329041148482222254;13645;3;13645;6;0
10329041148482222254;17861;4;17861;4;1
10329041148482222254;16975;1;16975;13;0
1034046316919055035;18142;1;18142;70;0
1034046316919055035;15287;1;15287;24;0
1034046316919055035;17539;1;17539;101;0
1034046316919055035;17785;10;17785;10;1
1034046316919055035;15356;20;15356;31;1
1034046316919055035;18026;10;18026;20;1
1034046316919055035;15299;1;15299;38;0
10364533582638775438;15285;5;15285;96;0
10364533582638775438;18808;3;18808;16;0
10364533582638775438;18362;1;18362;10;0
10364533582638775438;18484;1;18484;8;0
10383406263298862469;17517;1;17517;10;0
10383406263298862469;17077;1;17077;15;0
10383406263298862469;18362;3;18362;10;0
10383406263298862469;18231;1;18231;17;0
10383406263298862469;18543;1;18543;7;0
10383406263298862469;15289;6;15289;46;0
10383406263298862469;15395;1;15395;11;0
10383406263298862469;19112;4;19112;9;0
10383406263298862469;17906;4;17906;16;0
10383406263298862469;13489;1;13489;6;0
10383406263298862469;18300;4;18300;9;0
10383406263298862469;15309;10;15309;20;1
10383406263298862469;18994;2;18994;9;0
10383406263298862469;17165;8;17165;9;1
